wavelength_nm,absorbance,processed_absorbance,photon_energy_ev,tauc_y
740.0,0.056,0.05600000000000015,1.6754620270270268,18.669666768245065
745.0,0.0555,0.055500000000000146,1.6642173154362414,18.092449644916737
750.0,0.055,0.05500000000000014,1.6531225333333333,17.53181196424618
755.0,0.0545,0.054500000000000146,1.6421747019867547,16.98724901442339
760.0,0.054,0.054000000000000145,1.6313709210526315,16.458273948830612
765.0,0.0535,0.053500000000000145,1.6207083660130717,15.944417053410366
770.0,0.053,0.05300000000000014,1.6101842857142856,15.44522504833741
775.0,0.0525,0.05250000000000002,1.5997959999999998,14.960260422186938
780.0,0.052,0.05200000000000001,1.5895408974358973,14.489100796897603
785.0,0.0515,0.051500000000000004,1.579416433121019,14.031338321925627
790.0,0.051,0.051,1.5694201265822783,13.586579096081381
795.0,0.0505,0.05049999999999999,1.5595495597484275,13.154442615624092
