wavenumber_cm1,signal
1980.0,53.56776223776238
1990.0,53.52857808857823
2000.0,53.494801864802
2010.0,53.46361305361319
2020.0,53.434662004662144
2030.0,53.40878787878802
2040.0,53.38613053613068
2050.0,53.36468531468545
2060.0,53.3438694638696
2070.0,53.325361305361454
2080.0,53.30892773892788
2090.0,53.29326340326354
2100.0,53.27955710955725
2110.0,53.265804195804336
2120.0,53.25249417249431
2130.0,53.24116550116564
2140.0,53.22955710955725
2150.0,53.218741258741396
2160.0,53.20955710955724
2170.0,53.20116550116565
2180.0,53.19333333333348
2190.0,53.18643356643371
2200.0,53.179160839160986
2210.0,53.1729370629372
2220.0,53.166223776223916
2230.0,53.16020979020992
2240.0,53.153123543123684
2250.0,53.14804195804209
2260.0,53.14235431235445
2270.0,53.1361771561773
2280.0,53.13235431235445
2290.0,53.12804195804209
2300.0,53.12312354312368
2310.0,53.120209790209934
2320.0,53.11622377622391
2330.0,53.1129370629372
2340.0,53.11000000000014
2350.0,53.10706293706308
2360.0,53.1029370629372
2370.0,53.09916083916098
2380.0,53.097272727272866
2390.0,53.093962703962845
2400.0,53.09076923076937
2410.0,53.088391608391746
2420.0,53.08540792540806
2430.0,53.08396270396285
2440.0,53.082634032634175
2450.0,53.08000000000014
2460.0,53.077365967366106
2470.0,53.07519813519828
2480.0,53.07396270396285
2490.0,53.072843822843964
2500.0,53.071025641025784
2510.0,53.0689743589745
2520.0,53.06715617715632
2530.0,53.066037296037436
2540.0,53.063962703962844
2550.0,53.06200466200481
2560.0,53.06123543123557
2570.0,53.060000000000144
2580.0,53.058764568764715
2590.0,53.05799533799548
2600.0,53.05603729603744
2610.0,53.053962703962846
2620.0,53.052004662004805
2630.0,53.05039627039641
2640.0,53.04937062937077
2650.0,53.05000000000014
2660.0,53.05062937062951
2670.0,53.04960372960387
2680.0,53.04799533799548
2690.0,53.04603729603744
2700.0,53.04396270396285
2710.0,53.0420046620048
2720.0,53.040396270396414
2730.0,53.039370629370765
2740.0,53.03916083916097
2750.0,53.040000000000134
2760.0,53.040000000000134
2770.0,53.040000000000134
2780.0,53.040000000000134
2790.0,53.0408391608393
2800.0,53.0406293706295
2810.0,53.03960372960387
2820.0,53.03799533799547
2830.0,53.03603729603743
2840.0,53.033962703962835
2850.0,53.032004662004795
2860.0,53.03039627039641
2870.0,53.029370629370774
2880.0,53.02916083916098
2890.0,53.03000000000014
2900.0,53.03000000000014
2910.0,53.03000000000014
2920.0,53.03000000000014
2930.0,53.03000000000014
2940.0,53.03000000000014
2950.0,53.03000000000014
2960.0,53.03000000000014
2970.0,53.03000000000014
2980.0,53.03000000000014
2990.0,53.03000000000014
3000.0,53.03083916083931
3010.0,53.03062937062951
3020.0,53.02960372960388
3030.0,53.02799533799548
3040.0,53.026037296037444
3050.0,53.02396270396285
3060.0,53.022004662004804
3070.0,53.02039627039642
3080.0,53.01937062937077
3090.0,53.01916083916098
3100.0,53.020000000000145
3110.0,53.020000000000145
3120.0,53.020000000000145
3130.0,53.020000000000145
3140.0,53.020000000000145
3150.0,53.020000000000145
3160.0,53.020000000000145
3170.0,53.020000000000145
3180.0,53.020000000000145
3190.0,53.020000000000145
3200.0,53.020000000000145
3210.0,53.020000000000145
3220.0,53.020000000000145
3230.0,53.020000000000145
3240.0,53.020000000000145
3250.0,53.020000000000145
3260.0,53.020000000000145
3270.0,53.020000000000145
3280.0,53.020000000000145
3290.0,53.020000000000145
3300.0,53.020000000000145
3310.0,53.020000000000145
3320.0,53.020000000000145
3330.0,53.020000000000145
3340.0,53.020000000000145
3350.0,53.020000000000145
3360.0,53.020000000000145
3370.0,53.020000000000145
3380.0,53.020000000000145
3390.0,53.0208391608393
3400.0,53.020629370629514
3410.0,53.01960372960387
3420.0,53.01799533799548
3430.0,53.01603729603744
3440.0,53.01396270396285
3450.0,53.0120046620048
3460.0,53.01039627039641
3470.0,53.009370629370764
3480.0,53.009160839160984
3490.0,53.01000000000013
3500.0,53.01000000000013
3510.0,53.01000000000013
3520.0,53.01000000000013
3530.0,53.01000000000013
3540.0,53.01000000000013
3550.0,53.01000000000013
3560.0,53.01000000000013
3570.0,53.01000000000013
3580.0,53.01000000000013
3590.0,53.01000000000013
3600.0,53.01000000000013
3610.0,53.01000000000013
3620.0,53.01000000000013
3630.0,53.01000000000013
3640.0,53.01000000000013
3650.0,53.01000000000013
3660.0,53.01000000000013
3670.0,53.01000000000013
3680.0,53.01000000000013
3690.0,53.01000000000013
3700.0,53.01000000000013
3710.0,53.01000000000013
3720.0,53.01000000000013
3730.0,53.01000000000013
3740.0,53.01000000000013
3750.0,53.01000000000013
3760.0,53.01000000000013
3770.0,53.01000000000013
3780.0,53.01000000000013
3790.0,53.01000000000013
3800.0,53.01000000000013
3810.0,53.01000000000013
3820.0,53.01000000000013
3830.0,53.01000000000013
3840.0,53.01000000000013
3850.0,53.01000000000013
3860.0,53.01000000000013
3870.0,53.01000000000013
3880.0,53.01000000000013
3890.0,53.01000000000013
3900.0,53.01000000000013
3910.0,53.01000000000013
3920.0,53.01000000000013
3930.0,53.01000000000013
3940.0,53.01000000000013
3950.0,53.010000000000005
3960.0,53.01
3970.0,53.00999999999999
3980.0,53.00999999999998
3990.0,53.00999999999997
