two_theta,raw_intensity,processed_intensity
31.2,53.12,0.25000000000000067
31.3,53.13,0.25000000000000067
31.4,53.14,0.25000000000000067
31.5,53.15,0.25000000000000067
31.6,53.16,0.25000000000000067
31.7,53.17,0.25000000000000067
31.8,53.18,0.25000000000000067
31.9,53.19,0.25000000000000067
32.0,53.2,0.25000000000000067
32.1,53.21,0.25000000000000067
32.2,53.22,0.25000000000000067
32.3,53.23,0.25000000000000067
32.4,53.24,0.25000000000000067
32.5,53.25,0.25000000000000067
32.6,53.26,0.25000000000000067
32.7,53.27,0.25000000000000067
32.8,53.28,0.25000000000000067
32.9,53.29,0.25000000000000067
33.0,53.3,0.25000000000000067
33.1,53.31,0.25000000000000067
33.2,53.32,0.25000000000000067
33.3,53.33,0.25000000000000067
33.4,53.34,0.25000000000000067
33.5,53.35,0.25000000000000067
33.6,53.36,0.25000000000000067
33.7,53.37,0.25000000000000067
33.8,53.38,0.25000000000000067
33.9,53.39,0.25000000000000067
34.0,53.4,0.25000000000000067
34.1,53.41,0.2483216783216793
34.2,53.42,0.23951048951048984
34.3,53.43,0.18177156177156148
34.4,53.44,-0.08778554778554828
34.5,53.45,-1.0172027972027997
34.6,53.48,-3.2988578088578198
34.7,53.6,-6.794335664335685
34.8,54.35,-7.928275058275091
34.9,57.93,2.29724941724941
35.0,71.07,35.125804195804264
35.1,107.64,95.14713286713311
35.2,183.38,173.43083916083964
35.3,296.14,250.38927738927805
35.4,406.54,305.5844755244764
35.5,453.55,325.47414918415006
35.6,406.56,305.5844755244764
35.7,296.18,250.38927738927805
35.8,183.44,173.43083916083964
35.9,107.72,95.14713286713311
36.0,71.17,35.12580419580427
36.1,58.05,2.2972494172494096
36.2,54.49,-7.928275058275091
36.3,53.76,-6.794335664335689
36.4,53.66,-3.29885780885782
36.5,53.65,-1.0172027972028015
36.6,53.66,-0.08610722610722768
36.7,53.67,0.19226107226107214
36.8,53.68,0.24899766899767045
36.9,53.69,0.24163170163170267
37.0,53.7,0.2169696969696977
37.1,53.71,0.1852447552447562
37.2,53.72,0.15268065268065328
37.3,53.73,0.12275058275058373
37.4,53.74,0.09386946386946496
37.5,53.75,0.03965034965035077
37.6,53.76,-0.15694638694638624
37.7,53.77,-0.8346153846153854
37.8,53.79,-2.5311421911421976
37.9,53.89,-5.142354312354328
38.0,54.46,-5.981911421911441
38.1,57.14,1.698251748251744
38.2,67.0,26.33027972027978
38.3,94.43,71.35648018648037
38.4,151.24,130.0777855477859
38.5,235.81,187.80561771561827
38.6,318.61,229.21344988345055
38.7,353.87,244.14109557109623
38.8,318.63,229.2336829836836
38.9,235.85,187.84468531468582
39.0,151.3,130.13289044289078
39.1,94.51,71.42554778554796
39.2,67.1,26.411351981352034
39.3,57.26,1.7897202797202714
39.4,54.6,-5.881072261072284
39.5,54.05,-5.032354312354331
39.6,53.97,-2.411142191142201
39.7,53.97,-0.700419580419583
39.8,53.98,-0.0028904428904438784
39.9,53.99,0.20592074592074597
40.0,54.0,0.2529603729603744
40.1,54.01,0.24715617715617783
40.2,54.02,0.22375291375291428
40.3,54.03,0.193193473193474
40.4,54.04,0.16086247086247135
40.5,54.05,0.13107226107226183
40.6,54.06,0.10790209790209918
40.7,54.07,0.09519813519813705
40.8,54.08,0.09657342657342818
40.9,54.09,0.11328671328671547
41.0,54.1,0.13000000000000234
41.1,54.11,0.14000000000000207
41.2,54.12,0.15000000000000163
41.3,54.13,0.16000000000000145
41.4,54.14,0.17000000000000104
41.5,54.15,0.18000000000000071
41.6,54.16,0.19000000000000106
41.7,54.17,0.20000000000000145
41.8,54.18,0.2108391608391621
41.9,54.19,0.22146853146853315
42.0,54.2,0.23107226107226309
42.1,54.21,0.23906759906760106
42.2,54.22,0.24510489510489647
42.3,54.23,0.24906759906760037
42.4,54.24,0.2510722610722621
42.5,54.25,0.2514685314685319
42.6,54.26,0.25083916083916136
42.7,54.27,0.25000000000000067
42.8,54.28,0.25000000000000067
42.9,54.29,0.25000000000000067
43.0,54.3,0.25000000000000067
43.1,54.31,0.25000000000000067
43.2,54.32,0.25000000000000067
43.3,54.33,0.25000000000000067
43.4,54.34,0.25000000000000067
43.5,54.35,0.25000000000000067
43.6,54.36,0.25000000000000067
43.7,54.37,0.25000000000000067
43.8,54.38,0.25000000000000067
43.9,54.39,0.25000000000000067
44.0,54.4,0.25000000000000067
44.1,54.41,0.25000000000000067
44.2,54.42,0.25000000000000067
44.3,54.43,0.25000000000000067
44.4,54.44,0.25000000000000067
44.5,54.45,0.25000000000000067
44.6,54.46,0.25000000000000067
44.7,54.47,0.25000000000000067
44.8,54.48,0.25000000000000067
44.9,54.49,0.25000000000000067
45.0,54.5,0.25000000000000067
45.1,54.51,0.25000000000000067
45.2,54.52,0.25000000000000067
45.3,54.53,0.25000000000000067
45.4,54.54,0.25000000000000067
45.5,54.55,0.25000000000000067
45.6,54.56,0.25000000000000067
45.7,54.57,0.25000000000000067
45.8,54.58,0.25000000000000067
45.9,54.59,0.25000000000000067
46.0,54.6,0.25000000000000067
46.1,54.61,0.25000000000000067
46.2,54.62,0.25000000000000067
46.3,54.63,0.25000000000000067
46.4,54.64,0.25000000000000067
46.5,54.65,0.25000000000000067
46.6,54.66,0.25000000000000067
46.7,54.67,0.25000000000000067
46.8,54.68,0.25000000000000067
46.9,54.69,0.25000000000000067
47.0,54.7,0.25000000000000067
47.1,54.71,0.25000000000000067
47.2,54.72,0.25000000000000067
47.3,54.73,0.25000000000000067
47.4,54.74,0.25000000000000067
47.5,54.75,0.25000000000000067
47.6,54.76,0.25000000000000067
47.7,54.77,0.25000000000000067
47.8,54.78,0.25000000000000067
47.9,54.79,0.25000000000000067
48.0,54.8,0.25000000000000067
48.1,54.81,0.25000000000000067
48.2,54.82,0.25000000000000067
48.3,54.83,0.25000000000000067
48.4,54.84,0.25000000000000067
48.5,54.85,0.25000000000000067
48.6,54.86,0.25000000000000067
48.7,54.87,0.25000000000000067
48.8,54.88,0.25000000000000067
48.9,54.89,0.25000000000000067
49.0,54.9,0.25000000000000067
49.1,54.91,0.25000000000000067
49.2,54.92,0.25000000000000067
49.3,54.93,0.25000000000000067
49.4,54.94,0.25000000000000067
49.5,54.95,0.25000000000000067
49.6,54.96,0.25000000000000067
49.7,54.97,0.25000000000000067
49.8,54.98,0.25000000000000067
49.9,54.99,0.25000000000000067
50.0,55.0,0.25000000000000067
50.1,55.01,0.25000000000000067
50.2,55.02,0.25000000000000067
50.3,55.03,0.25000000000000067
50.4,55.04,0.25000000000000067
50.5,55.05,0.25000000000000067
50.6,55.06,0.25000000000000067
50.7,55.07,0.25000000000000067
50.8,55.08,0.25000000000000067
50.9,55.09,0.25000000000000067
51.0,55.1,0.25000000000000067
51.1,55.11,0.25000000000000067
51.2,55.12,0.25000000000000067
51.3,55.13,0.25000000000000067
51.4,55.14,0.25000000000000067
51.5,55.15,0.25000000000000067
51.6,55.16,0.25000000000000067
51.7,55.17,0.25000000000000067
51.8,55.18,0.25000000000000067
51.9,55.19,0.25000000000000067
52.0,55.2,0.25000000000000067
52.1,55.21,0.25000000000000067
52.2,55.22,0.25000000000000067
52.3,55.23,0.25000000000000067
52.4,55.24,0.25000000000000067
52.5,55.25,0.25000000000000067
52.6,55.26,0.25000000000000067
52.7,55.27,0.25000000000000067
52.8,55.28,0.25000000000000067
52.9,55.29,0.25000000000000067
53.0,55.3,0.25000000000000067
53.1,55.31,0.25000000000000067
53.2,55.32,0.25000000000000067
53.3,55.33,0.25000000000000067
53.4,55.34,0.25000000000000067
53.5,55.35,0.25000000000000067
53.6,55.36,0.25000000000000067
53.7,55.37,0.25000000000000067
53.8,55.38,0.25000000000000067
53.9,55.39,0.25000000000000067
54.0,55.4,0.25000000000000067
54.1,55.41,0.25000000000000067
54.2,55.42,0.25000000000000067
54.3,55.43,0.25000000000000067
54.4,55.44,0.25000000000000067
54.5,55.45,0.25000000000000067
54.6,55.46,0.25000000000000067
54.7,55.47,0.25000000000000067
54.8,55.48,0.25000000000000067
54.9,55.49,0.25000000000000067
55.0,55.5,0.25000000000000067
55.1,55.51,0.25000000000000067
55.2,55.52,0.25000000000000067
55.3,55.53,0.25000000000000067
55.4,55.54,0.25000000000000067
55.5,55.55,0.25000000000000067
55.6,55.56,0.25000000000000067
55.7,55.57,0.25000000000000067
55.8,55.58,0.25000000000000067
55.9,55.59,0.25000000000000067
56.0,55.6,0.25000000000000067
56.1,55.61,0.25000000000000067
56.2,55.62,0.25000000000000067
56.3,55.63,0.25000000000000067
56.4,55.64,0.25000000000000067
56.5,55.65,0.25000000000000067
56.6,55.66,0.25000000000000067
56.7,55.67,0.25000000000000067
56.8,55.68,0.25000000000000067
56.9,55.69,0.25000000000000067
57.0,55.7,0.25000000000000067
57.1,55.71,0.25000000000000067
57.2,55.72,0.25000000000000067
57.3,55.73,0.25000000000000067
57.4,55.74,0.25000000000000067
57.5,55.75,0.25000000000000067
57.6,55.76,0.25000000000000067
57.7,55.77,0.25000000000000067
57.8,55.78,0.25000000000000067
57.9,55.79,0.25000000000000067
58.0,55.8,0.25000000000000067
58.1,55.81,0.25000000000000067
58.2,55.82,0.25000000000000067
58.3,55.83,0.25000000000000067
58.4,55.84,0.25000000000000067
58.5,55.85,0.25000000000000067
58.6,55.86,0.25000000000000067
58.7,55.87,0.25000000000000067
58.8,55.88,0.25000000000000067
58.9,55.89,0.25000000000000067
59.0,55.9,0.25000000000000067
59.1,55.91,0.25000000000000067
59.2,55.92,0.25000000000000067
59.3,55.93,0.25000000000000067
59.4,55.94,0.25000000000000067
59.5,55.95,0.25
59.6,55.96,0.25
59.7,55.97,0.25
59.8,55.98,0.25
59.9,55.99,0.24999999999999997
